cy_id,Days above 18,Days below 15,Days above 25,Days below -2,Days with $\geq 1$ hour above 18,Days below with max temp below 15,Averaged temperature distance,Averaged temp difference above 18,Averaged temp difference below 15,Hourly temperature variation,Annual average temperature,Daily temperature variation,Monthly temperature variation,Hottest temperature,Coldest temperature,# consecutive days above 20,# consecutive days below 0,cluster,is_centroid,selected
2056_CMR5_SP126,82.0,237.0,2.0,30.0,125.0,201.0,7.641061424657535,8.216757143835617,1.58805646803653,8.349832034750158,10.547250824225864,8.06733722300346,7.733710982619221,34.00449,-10.93144,12,19,11,False,False
2057_CMR5_SP126,86.0,217.0,3.0,28.0,146.0,187.0,7.326403618721462,7.689597228310502,1.6984361746575345,8.354392093706736,11.070468730593609,8.096395307061428,7.791296076808103,31.00711,-10.75234,10,20,5,False,False
2058_CMR5_SP126,103.0,212.0,2.0,0.0,146.0,182.0,5.894545584474886,5.9890985753424655,1.9153120410958904,6.641343014735264,12.936078497716894,6.242855273776895,5.736917092467094,30.55417,-3.41244,8,4,5,False,False
2059_CMR5_SP126,110.0,206.0,6.0,3.0,169.0,165.0,5.893051584474886,5.60468497260274,2.180877253424657,6.904755822147311,13.46870292237443,6.536590579762264,6.008424396504619,31.43282,-4.88315,14,3,1,False,False
2060_CMR5_SP126,70.0,251.0,5.0,4.0,115.0,196.0,5.763379247716896,6.515017978310501,1.4957509189497715,6.410327317589585,12.2356960257286,6.026493975348514,5.471448172779229,34.07402,-7.41996,9,5,4,False,False
2061_CMR5_SP126,85.0,216.0,6.0,3.0,152.0,164.0,5.664079739726026,5.8519667705479455,1.846950366438356,6.653699493550703,13.029820993150686,6.2261746442725325,5.671561653374067,32.95783,-5.80003,11,3,1,False,False
2062_CMR5_SP126,104.0,196.0,5.0,0.0,169.0,166.0,5.608774562785388,5.334131292237443,2.1928432020547945,6.533363634063145,13.776911841324202,6.079486640636367,5.689301722689281,34.71265,-4.65576,13,0,1,False,False
2063_CMR5_SP126,77.0,220.0,3.0,0.0,140.0,183.0,6.112886877853881,6.6143467328767125,1.5922110981735158,6.72203432519124,12.07153531849315,6.394302115569371,5.960929407817826,32.81939,-3.38997,7,1,5,False,False
2064_CMR5_SP126,104.0,208.0,15.0,11.0,150.0,179.0,7.013639144977169,6.784819401826484,2.211655928082192,8.136683907144912,12.416750108151184,7.799949029567377,7.258974381120125,35.71088,-8.50517,17,12,1,False,False
2065_CMR5_SP126,65.0,225.0,0.0,2.0,137.0,176.0,6.061670418949772,6.90067845890411,1.350737158675799,6.595745374000097,11.639803898401828,6.248162808118753,5.840600832069166,30.1673,-5.77234,6,2,2,False,False
2066_CMR5_SP126,66.0,258.0,2.0,20.0,105.0,218.0,7.136842739726028,8.08183244063927,1.3466867271689498,7.6034453319044575,10.556530714611872,7.299801717346323,6.9217942941172605,31.88012,-12.94165,21,12,0,False,False
2067_CMR5_SP126,85.0,223.0,0.0,3.0,139.0,176.0,5.735596002283105,6.257235690639269,1.5816348470319634,6.514200032441327,12.42767369178082,6.1392133728582845,5.794634888040986,31.34684,-4.50833,6,4,5,False,False
2068_CMR5_SP126,100.0,217.0,10.0,1.0,148.0,165.0,5.9610852100456615,6.0291299611872144,1.9605487557077623,6.922018221025655,12.965586038251365,6.49907049892358,5.9847623465528965,33.10229,-5.01514,12,3,1,False,False
2069_CMR5_SP126,67.0,244.0,6.0,3.0,125.0,182.0,5.972215497716895,6.700035697488584,1.4689653504566211,6.810367911123286,11.965715203196346,6.442687439444804,5.884828560819781,32.92598,-5.57062,10,2,2,False,False
2070_CMR5_SP126,77.0,214.0,4.0,5.0,145.0,190.0,6.848637884703196,7.291970906392693,1.673519584474886,7.59253591523653,11.498401284246574,7.239809467071632,6.875943073978029,32.10092,-4.05545,9,12,5,False,False
2071_CMR5_SP126,74.0,238.0,9.0,11.0,138.0,172.0,6.385530095890411,6.90708950913242,1.6694752066210043,7.507158514113279,11.953420317351595,7.111953637146482,6.5766031098279445,34.12026,-8.15451,14,8,2,False,False
2072_CMR5_SP126,47.0,247.0,0.0,10.0,121.0,195.0,6.403660132420091,7.629079703196346,1.0996784292237445,6.825589722619286,10.807183893442623,6.448734462353468,5.853833874296498,30.75248,-11.69525,3,9,12,False,False
2073_CMR5_SP126,85.0,224.0,1.0,9.0,140.0,185.0,6.521037253424657,6.996075098173516,1.637247062785388,7.321322397072007,11.75345687214612,6.943816661560151,6.397209500107666,32.76178,-9.04722,9,6,5,False,False
2074_CMR5_SP126,93.0,222.0,4.0,19.0,142.0,169.0,6.841868200913241,7.064565601598173,1.8261455787671237,8.048025350914685,11.810422956621004,7.765844262513644,7.412775330397848,32.38092,-13.62968,10,12,5,False,False
2075_CMR5_SP126,60.0,248.0,0.0,0.0,131.0,174.0,5.510484180365297,6.357948784246576,1.3744266415525117,6.157886145980452,12.238369102739725,5.733136348080427,5.303550934282858,31.90653,-2.54502,10,1,2,False,False
2076_CMR5_SP126,84.0,230.0,5.0,3.0,144.0,184.0,6.04087673173516,6.494853869863013,1.6794833150684931,6.732549635573333,12.325417521630238,6.306733972146927,5.884178312876552,32.4311,-8.09248,9,3,5,False,False
2077_CMR5_SP126,94.0,214.0,2.0,9.0,151.0,179.0,6.421124113013698,6.744873125570777,1.7337751073059358,7.231362225407754,12.046426101598176,6.891458886196841,6.374609636334654,31.42477,-8.72906,10,11,1,False,False
2078_CMR5_SP126,47.0,240.0,0.0,21.0,119.0,192.0,7.02882581392694,8.25096462214612,1.068960864155251,7.759932003375002,10.10909591438356,7.472343383681027,7.0323337065086085,29.4645,-14.64736,4,19,8,False,False
2079_CMR5_SP126,80.0,220.0,3.0,6.0,138.0,180.0,5.874641303652969,6.405983771689497,1.5760752328767125,6.727566810487321,12.277509162100456,6.392970481118027,5.990988371581928,32.53795,-9.03954,15,8,5,False,False
2080_CMR5_SP126,40.0,264.0,3.0,0.0,99.0,205.0,6.1572990821917815,7.575953271689499,0.9745217283105024,6.3711811772106905,10.803242340619308,6.028992668216751,5.63389077063052,31.97648,-4.1355,4,5,7,False,False
2081_CMR5_SP126,70.0,238.0,2.0,1.0,128.0,188.0,5.981380546803652,6.694218001141553,1.4806273401826482,6.665457767452519,11.979874133561644,6.283289878798225,5.8095866132863545,34.02956,-5.3407,5,3,2,False,False
2082_CMR5_SP126,83.0,206.0,7.0,3.0,155.0,171.0,5.9964447557077625,6.2241556586758,1.8157211952054797,7.053451032735501,12.634997634703195,6.665702782355972,6.214239024536332,32.72154,-5.72027,9,7,1,False,False
2083_CMR5_SP126,71.0,232.0,2.0,1.0,120.0,184.0,5.792758784246575,6.660064076484018,1.3417389828767123,6.377849094443425,11.89071918150685,5.99805480583109,5.6895244194614,33.62865,-7.40714,4,3,2,False,False
2084_CMR5_SP126,107.0,210.0,5.0,2.0,149.0,182.0,6.799773527397259,6.764740602739725,2.024165493150685,7.566174307403356,12.25607506147541,7.199917692002176,6.719717528791952,34.25594,-5.26729,22,5,1,False,False
2085_CMR5_SP126,108.0,204.0,25.0,0.0,158.0,159.0,6.101359851598173,5.480081944063927,2.530122517123288,7.318500105298446,13.958885182648404,6.9105013200300816,6.5619528136983405,36.29702,-2.13206,24,1,1,False,False
2086_CMR5_SP126,107.0,212.0,4.0,1.0,158.0,165.0,6.100178308219177,6.122249689497716,1.9513121529680368,6.88277515153203,12.802445997716896,6.4936043889855775,6.117665431407139,32.50771,-5.29977,12,2,1,False,False
2087_CMR5_SP126,103.0,217.0,1.0,0.0,149.0,168.0,6.191099348173516,6.214915735159817,1.954310642694064,7.065585696110574,12.71752193721461,6.708514561540779,6.379612113516473,30.80203,-3.79431,39,3,1,False,False
2088_CMR5_SP126,110.0,214.0,10.0,5.0,150.0,191.0,7.007449601598173,6.874895646118721,2.109108607305936,7.829130976256027,12.218388466530053,7.492479776616384,7.14058671347016,34.75561,-7.91633,12,9,5,False,False
2089_CMR5_SP126,115.0,199.0,10.0,3.0,162.0,159.0,6.186715291095891,5.857197396118722,2.232462011415525,7.302676537895245,13.27820873173516,6.901406465563766,6.555450544248586,34.75545,-4.8697,12,4,1,False,False
2090_CMR5_SP126,69.0,228.0,2.0,13.0,142.0,179.0,5.880830014840183,6.595218103881278,1.4608734566210044,6.8116754670306126,12.040916898401829,6.42416922434618,6.031558703770053,33.60412,-8.99165,6,19,2,False,False
2091_CMR5_SP126,84.0,218.0,1.0,10.0,141.0,189.0,6.696942082191781,7.160371187214612,1.6396071837899542,7.445281894487255,11.582272285388129,7.120946248672375,6.827770579871056,31.37166,-9.16097,16,11,5,False,False
2092_CMR5_SP126,115.0,199.0,6.0,0.0,165.0,164.0,5.641896162100457,5.379256117579908,2.1888288356164387,6.576442658713566,13.73921571265938,6.150305978226781,5.655820351834459,32.48667,-2.64782,14,1,1,False,False
2093_CMR5_SP126,111.0,201.0,8.0,2.0,160.0,167.0,6.647535130136986,6.415686150684931,2.146328034246576,7.74813988941765,12.645120938356165,7.430989581302791,7.206193339598279,33.33887,-7.85352,19,8,1,False,False
2094_CMR5_SP126,88.0,235.0,13.0,2.0,140.0,176.0,6.151463737442923,6.177234827625571,2.042642855022831,7.063378589105297,12.93382197260274,6.679114848971129,6.218324348843452,34.64994,-5.3275,29,4,5,False,False
2095_CMR5_SP126,101.0,219.0,13.0,2.0,152.0,169.0,6.490817287671233,6.291122955479452,2.198652734018265,7.438884608005259,12.906488180365296,7.005970497224814,6.714859093571906,34.28065,-6.04232,15,2,1,False,False
2096_CMR5_SP126,86.0,206.0,1.0,0.0,164.0,160.0,5.105333051369864,5.447988587899544,1.674285339041096,6.072190296293367,13.248037523907104,5.686141514772297,5.266358261904582,33.03061,-4.29491,6,2,1,False,False
2097_CMR5_SP126,115.0,191.0,5.0,3.0,175.0,163.0,6.177977490867581,5.890811843607307,2.152782646118721,7.163269077018116,13.127587801369865,6.761628413828901,6.277681782050888,34.28417,-3.60105,12,4,1,False,False
2098_CMR5_SP126,95.0,195.0,2.0,3.0,167.0,170.0,5.914916444063926,6.078848269406393,1.7855833344748857,6.865893231249432,12.656250224885843,6.516190477824249,6.25902901308741,29.60791,-5.66153,5,4,1,False,False
2099_CMR5_SP126,94.0,210.0,0.0,0.0,164.0,166.0,5.607586149543379,5.984950993150685,1.630711114155251,6.43131446474064,12.653836078767124,6.077772257390362,5.7236233161451855,29.72403,-4.08676,7,5,1,False,False
2100_CMR5_SP126,101.0,220.0,5.0,5.0,149.0,176.0,6.042063170091324,6.128635151826484,1.927196651826484,6.975785659265982,12.811830551495776,6.573967786248197,6.270071619091684,32.63503,-6.93056,15,5,5,False,False
2015_ECE3_SP126,51.0,241.0,3.0,5.0,122.0,183.0,6.316273908675798,7.388672179223744,1.2197850650684932,6.906835011948824,11.123296221461189,6.553869601702223,6.10562821367056,34.40178,-9.84268,6,7,3,False,False
2016_ECE3_SP126,55.0,260.0,0.0,3.0,106.0,197.0,5.8966608413242,7.061886871004567,1.1816585776255708,6.297692030738735,11.47631025842441,5.953441292498459,5.660553210137079,30.54762,-7.85115,20,4,6,False,False
2017_ECE3_SP126,96.0,219.0,6.0,0.0,150.0,176.0,5.78751460502283,5.9701646130137,1.895747420091324,6.51700125919294,13.00398023515982,6.02133876086169,5.625734890487545,33.83919,0.07586,14,0,1,False,False
2018_ECE3_SP126,70.0,231.0,3.0,12.0,132.0,183.0,5.9417888413242,6.747719078767124,1.4037630684931508,6.87194508941756,11.8657372956621,6.522584509218183,6.295203358527679,33.1418,-8.69248,11,7,2,False,False
2019_ECE3_SP126,62.0,241.0,0.0,10.0,125.0,186.0,6.14826575456621,7.113230746575342,1.2722027477168951,6.846781559742069,11.396139740867577,6.491618160675146,6.34052730435906,30.28171,-7.41338,8,12,3,False,False
2020_ECE3_SP126,67.0,258.0,3.0,1.0,112.0,208.0,5.672678958904109,6.536737134703197,1.4146560513698632,6.123604263274662,12.164401905737703,5.742567388180381,5.269876144579957,32.64438,-3.67459,12,3,4,False,False
2021_ECE3_SP126,60.0,238.0,1.0,6.0,115.0,184.0,5.790700293378996,6.832896586757991,1.209321074200913,6.3329353517373725,11.62794185502283,6.001180379459531,5.549089306683085,31.82186,-7.70571,5,6,3,False,False
2022_ECE3_SP126,83.0,219.0,2.0,1.0,151.0,186.0,5.963981587899543,6.547695820776255,1.551044260273973,6.607924953426212,12.138106932648402,6.166804122879185,5.5743943786420695,32.05578,-3.65094,6,2,5,False,False
2023_ECE3_SP126,66.0,231.0,2.0,8.0,127.0,196.0,5.775301687214611,6.625472760273973,1.3593910970319634,6.446026423397878,11.943480506849316,6.099571110450042,5.534352445017794,31.67349,-7.34866,12,6,3,False,False
2024_ECE3_SP126,50.0,241.0,0.0,5.0,119.0,196.0,5.8076054121004566,7.083290807077626,1.0447957305936073,6.333753923766775,11.292144557149363,5.99330676249658,5.440753214220959,29.49198,-6.82715,3,4,12,False,False
2025_ECE3_SP126,50.0,258.0,6.0,0.0,101.0,207.0,5.857030989726027,7.143944206621004,1.06631075456621,5.9965796285837865,11.275590519406393,5.670314303758216,5.257784559131247,32.58056,-2.42275,14,4,6,False,False
2026_ECE3_SP126,80.0,238.0,3.0,0.0,126.0,195.0,6.554517526255708,7.105173765981734,1.6188213162100455,7.090904022357371,11.683125106164384,6.719092921295833,6.299658647881422,33.52052,-3.79148,10,5,10,False,False
2027_ECE3_SP126,78.0,245.0,0.0,1.0,130.0,174.0,5.333164686073059,6.115263847031963,1.41148500456621,5.991035013448645,12.48980532305936,5.564222014662279,5.08384392797385,29.42331,-4.27639,8,1,2,False,False
2028_ECE3_SP126,73.0,233.0,1.0,8.0,140.0,190.0,6.638204512557078,7.282939978310503,1.511485712328767,7.323112883384098,11.39464459813297,7.014965916022196,6.616951258062419,33.10954,-7.47316,14,15,2,False,False
2029_ECE3_SP126,44.0,255.0,0.0,8.0,108.0,199.0,6.05405519063927,7.51870533219178,0.9066597111872146,6.370579498305883,10.75926423173516,6.062387784820255,5.7271575203592215,27.02775,-7.70753,2,7,6,False,False
2030_ECE3_SP126,77.0,236.0,8.0,1.0,119.0,190.0,5.602660453196347,6.115459813926941,1.6599497728310502,6.360325358469966,12.717239092465752,6.014541675021625,5.60280718138363,31.63517,-5.86759,17,1,10,False,False
2031_ECE3_SP126,56.0,237.0,1.0,2.0,124.0,176.0,5.234227158675799,6.236752721461188,1.2299431929223743,5.917022643334444,12.22565922716895,5.560176244707038,5.1111396971130825,31.11931,-7.86304,4,5,2,False,False
2032_ECE3_SP126,73.0,247.0,1.0,28.0,122.0,201.0,7.633690961187215,8.310999633561645,1.5270723424657535,8.292770817869442,10.432966145264118,7.997431277886108,7.633979658526698,31.98752,-10.45976,16,26,11,False,False
2033_ECE3_SP126,78.0,230.0,7.0,7.0,139.0,189.0,6.350462055936073,6.8361264200913245,1.6734803732876713,7.128160168861408,11.996498690639267,6.74914090386704,6.202681388830428,34.97964,-8.00185,11,8,5,False,False
2034_ECE3_SP126,36.0,238.0,0.0,8.0,130.0,171.0,5.135565998858447,6.412790632420091,1.0227632671232878,5.970482424860236,11.909960535388128,5.580118343371598,5.133490190648164,29.9563,-7.49607,4,10,12,False,False
2035_ECE3_SP126,74.0,240.0,9.0,0.0,122.0,180.0,5.578337622146118,6.382026906392693,1.4474329897260274,6.424275015145232,12.316528357305936,5.993915397192708,5.3840552740985705,34.92185,-4.44305,9,3,2,False,False
2036_ECE3_SP126,78.0,241.0,10.0,10.0,123.0,189.0,6.6025364029680365,7.097699589041096,1.693142348173516,7.545477552155258,11.792535866347906,7.227049541649711,6.863537424102157,34.18491,-8.05695,28,9,10,False,False
2037_ECE3_SP126,61.0,232.0,2.0,4.0,127.0,186.0,5.810233246575343,6.742481453196347,1.2919855262557078,6.552994384501835,11.773737805936074,6.209656057822397,5.865813917701572,32.92599,-8.48109,6,5,2,False,False
2038_ECE3_SP126,58.0,243.0,3.0,1.0,123.0,186.0,5.264929840182648,6.1392985136986296,1.364057310502283,5.813994514879201,12.46318478082192,5.413672203556084,4.9263283401643925,35.58588,-3.33361,12,1,3,False,False
2039_ECE3_SP126,85.0,234.0,0.0,1.0,135.0,183.0,5.4654309543379,6.099341803652967,1.513406579908676,6.024231253314559,12.561382205479452,5.648536589443762,5.263551888520983,30.5696,-4.02567,6,1,5,False,False
2040_ECE3_SP126,104.0,207.0,0.0,1.0,155.0,182.0,6.424528170091325,6.567938107305936,1.8658176678082192,7.125300560485788,12.3144647962204,6.768248061694647,6.245281356396158,30.66748,-4.61969,13,5,1,False,False
2041_ECE3_SP126,71.0,216.0,0.0,1.0,146.0,177.0,5.689022949771689,6.413801083333333,1.4334819554794522,6.265743826325039,12.177940961187216,5.803291176922242,5.471951918080235,32.86715,-3.80079,6,4,5,False,False
2042_ECE3_SP126,60.0,246.0,1.0,0.0,111.0,198.0,5.38621218607306,6.495403271689497,1.2026102020547946,5.890518996232411,12.019008218036529,5.495963151998557,5.078463693230899,31.06238,-4.80508,8,4,6,False,False
2043_ECE3_SP126,85.0,225.0,15.0,4.0,139.0,181.0,6.564909301369863,6.63530624086758,2.0153924452054794,7.583177182583872,12.465875589041095,7.198898677655656,6.698721578457423,39.4354,-8.66235,22,6,5,False,False
2044_ECE3_SP126,107.0,219.0,7.0,2.0,150.0,179.0,6.076252301369863,5.981885528538813,2.090719082191781,6.9061636574692455,13.110362950819674,6.491278760868261,6.013081680362887,33.84988,-5.5239,12,4,5,False,False
2045_ECE3_SP126,76.0,232.0,6.0,3.0,138.0,189.0,5.413636345890411,6.025072801369864,1.5812692031963471,6.3639669031766575,12.748902060502282,5.974767367896424,5.499121311500821,37.87823,-4.98061,20,9,2,False,False
2046_ECE3_SP126,77.0,241.0,12.0,14.0,125.0,194.0,6.810728029680365,7.296081383561644,1.720072308219178,7.761712503370584,11.629416586757989,7.400575983427791,7.086579215247955,34.67741,-11.03771,16,8,10,False,False
2047_ECE3_SP126,73.0,238.0,0.0,16.0,126.0,193.0,6.552210073059361,7.47181651369863,1.291229121004566,7.458896133145073,11.030248168949772,7.169745819776019,6.774011231259872,29.45591,-12.3548,7,13,11,False,False
2048_ECE3_SP126,85.0,211.0,3.0,3.0,149.0,171.0,5.272817107305936,5.695470737442923,1.6490311780821916,6.326774142326384,13.030640753642988,5.954570905738317,5.511370827711142,33.72126,-4.89454,6,4,1,False,False
2049_ECE3_SP126,92.0,215.0,2.0,1.0,149.0,198.0,6.187255997716895,6.578653333333334,1.6974873184931505,6.824602171930327,12.207718639269409,6.484283175410529,6.030378247448847,30.52478,-5.29718,8,2,5,False,False
2050_ECE3_SP126,92.0,208.0,4.0,0.0,150.0,183.0,5.98124239041096,6.25997427739726,1.775346366438356,6.764420860481469,12.569450342465752,6.413580897076766,5.988477888375487,32.63735,-2.29508,11,4,1,False,False
2051_ECE3_SP126,80.0,221.0,7.0,0.0,138.0,188.0,5.718066902968037,5.994323349315068,1.834764660958904,6.5731731529411865,12.951462418949772,6.174816255703111,5.660662582044209,33.91694,-3.42477,28,1,5,False,False
2052_ECE3_SP126,60.0,251.0,2.0,1.0,109.0,190.0,5.71766301826484,6.802007462328767,1.2309907248858447,6.31542583251965,11.7532137363388,5.933392899844008,5.375852372779967,32.26426,-3.75865,6,3,6,False,False
2053_ECE3_SP126,88.0,227.0,5.0,2.0,142.0,171.0,5.853534813926941,6.302392199771689,1.6747768767123288,6.618518771621448,12.496018939497716,6.149016217867159,5.545051326862255,32.97788,-5.56663,8,2,5,False,False
2054_ECE3_SP126,77.0,232.0,5.0,6.0,137.0,178.0,5.865837627853881,6.443922705479452,1.554562011415525,6.756730482759534,12.243286394977169,6.400663051346985,5.79741408938806,31.54252,-8.44261,17,7,2,False,False
2055_ECE3_SP126,60.0,243.0,0.0,10.0,122.0,181.0,6.277593698630136,7.294751413242008,1.2356136175799084,7.038214460893703,11.19363353652968,6.695433105220029,6.096473052823141,30.42351,-13.09221,7,7,3,False,False
2056_ECE3_SP126,53.0,245.0,1.0,7.0,121.0,196.0,5.730010728310504,6.882703368721462,1.1493776746575344,6.249653869775404,11.578119635701274,5.876259714983791,5.455815327735884,31.71236,-9.67661,5,5,12,False,False
2057_ECE3_SP126,60.0,226.0,0.0,10.0,138.0,185.0,5.790383515981734,6.619570142694063,1.3651830844748858,6.548089092458588,11.939982652968038,6.171213628569543,5.6758219959547285,30.2835,-9.63195,7,13,2,False,False
2058_ECE3_SP126,45.0,252.0,5.0,0.0,123.0,190.0,5.422121579908676,6.578982947488584,1.1393843310502283,5.799590939062692,11.85664708219178,5.407882061872675,4.991012987179287,33.8585,-1.76646,4,0,12,False,False
2059_ECE3_SP126,66.0,233.0,0.0,0.0,135.0,189.0,5.8982060273972605,6.735123966894976,1.3658075399543377,6.275657530326078,11.833409052511414,5.824647681653,5.465421659829389,28.75034,-3.47138,6,1,2,False,False
2060_ECE3_SP126,73.0,233.0,4.0,6.0,124.0,190.0,5.972804171232876,6.737676084474886,1.4102482808219177,6.769792410179631,11.85630525273224,6.492507566417383,6.153877151097735,33.51398,-7.82033,9,5,11,False,False
2061_ECE3_SP126,65.0,242.0,6.0,0.0,118.0,195.0,5.359673068493151,6.159764248858448,1.4560760148401826,5.969208507340365,12.552478961187214,5.554023507052968,5.129067339467158,32.87324,-1.04251,19,0,3,False,False
2062_ECE3_SP126,42.0,250.0,1.0,0.0,110.0,189.0,5.274849377853881,6.565933139269407,1.0442801906392694,5.772649060088353,11.81371100342466,5.411075181716381,4.867381463490635,29.77129,-3.50324,7,2,6,False,False
2063_ECE3_SP126,71.0,226.0,6.0,8.0,141.0,184.0,6.2195317762557085,6.900843869863015,1.4991964703196348,7.1325200667638535,11.778861164383562,6.770545879776407,6.483244873859719,34.3164,-10.06706,11,9,2,False,False
2064_ECE3_SP126,97.0,216.0,9.0,0.0,146.0,184.0,5.953562254566211,6.015569953196347,1.9739396586757991,6.756027053958527,12.999797070810564,6.358698317175419,6.024143826499182,33.85216,-2.79679,11,2,5,False,False
2065_ECE3_SP126,71.0,246.0,6.0,11.0,118.0,197.0,5.768035011415525,6.586934530821918,1.4366209954337898,6.800158746614192,12.105206979452054,6.43770996826476,5.9329986937213,36.23587,-13.50267,12,12,10,False,False
2066_ECE3_SP126,67.0,221.0,2.0,0.0,142.0,184.0,5.411006432648402,6.086719414383561,1.4834133664383562,6.00087421011434,12.55582030022831,5.561519693533644,5.074168962789821,31.06406,-3.96932,9,1,2,False,False
2067_ECE3_SP126,113.0,195.0,13.0,5.0,176.0,167.0,6.347323961187215,5.870277523972602,2.375635138127854,7.52027726818555,13.403946315068492,7.081298912215004,6.618571608754584,36.82369,-7.23044,14,6,1,False,False
2068_ECE3_SP126,80.0,239.0,24.0,5.0,125.0,207.0,7.062072368721461,7.191933038812785,2.0424891438356165,7.924516670382307,12.031040055783242,7.568790228116687,7.246244923829847,35.25713,-5.8661,26,7,10,False,False
2069_ECE3_SP126,83.0,229.0,17.0,18.0,127.0,199.0,7.478563158675799,7.720325275114154,1.9089169942922373,8.471582816183657,11.339270829908676,8.141968468915419,7.868683630341469,35.80487,-9.12586,33,9,10,False,False
2070_ECE3_SP126,67.0,242.0,2.0,0.0,127.0,180.0,5.446518611872147,6.297557757990868,1.3728272694063928,6.089605174480431,12.29913592694064,5.700274751867982,5.25213173199506,32.37901,-3.21594,6,2,2,False,False
2071_ECE3_SP126,93.0,232.0,8.0,0.0,133.0,184.0,5.729973760273972,6.001738881278539,1.8405140547945205,6.486399478001641,12.951054349315068,6.056354251810564,5.657678788825477,33.69765,-2.22138,22,1,5,False,False
2072_ECE3_SP126,89.0,215.0,0.0,0.0,148.0,185.0,5.821068934931507,6.281212208904109,1.6248550616438355,6.572781931215977,12.43566675887978,6.166074221407377,5.717831329084721,32.30639,-3.41065,5,2,5,False,False
2073_ECE3_SP126,68.0,237.0,9.0,10.0,133.0,177.0,6.301747845890411,6.940662863013699,1.5602595216894977,7.271208767001464,11.818771197488584,6.890669291501121,6.453889660426534,33.82084,-9.923,9,8,2,False,False
2074_ECE3_SP126,85.0,227.0,0.0,8.0,138.0,193.0,6.030440676940639,6.674728128995434,1.493198605022831,6.672008094370335,11.955956533105022,6.3293945725632765,5.7808722698351405,30.04425,-6.20553,5,7,5,False,False
2075_ECE3_SP126,87.0,225.0,9.0,16.0,146.0,172.0,6.5219866289954345,6.598545257990868,2.001680834474885,7.712996003767594,12.481375039954338,7.297845691934713,6.596536291179191,37.62804,-14.53806,21,9,5,False,False
2076_ECE3_SP126,75.0,230.0,17.0,1.0,147.0,179.0,6.432094649543379,6.604861071917807,1.956535529680365,7.228290820271176,12.487858987932606,6.776974721126264,6.338365339777376,35.01127,-4.34313,42,2,5,False,False
2077_ECE3_SP126,81.0,232.0,4.0,2.0,141.0,183.0,5.4745499942922375,6.023357279680365,1.6112110216894977,6.226941731367837,12.74787204908676,5.725497848413209,5.114907296100174,33.93647,-4.88309,5,4,5,False,False
2078_ECE3_SP126,65.0,223.0,2.0,5.0,140.0,173.0,5.890222599315069,6.570437853881279,1.4682371529680367,6.590327069766586,12.046251706621003,6.1809234553579655,5.764169921342456,33.61459,-7.31308,10,5,2,False,False
2079_ECE3_SP126,76.0,240.0,0.0,5.0,133.0,177.0,6.181435776255708,6.838814232876713,1.5246110194063929,7.005938578687378,11.86778626255708,6.606296359464785,6.158654294984041,31.45517,-5.86926,8,5,2,False,False
2080_ECE3_SP126,77.0,228.0,5.0,8.0,145.0,181.0,6.128805299086758,6.731545214611871,1.5677172134703197,6.907952766622581,12.014807736794172,6.514364943740447,6.149141559017049,35.64396,-5.95674,20,9,5,False,False
2081_ECE3_SP126,94.0,231.0,13.0,12.0,136.0,190.0,7.1115745228310505,7.205919835616438,2.018241770547945,8.07983917881029,11.92490901826484,7.698960015537095,7.22538454779098,35.89983,-12.20157,34,16,5,False,False
2082_ECE3_SP126,25.0,279.0,0.0,2.0,79.0,210.0,5.74076926826484,7.541621311643835,0.7053125673515981,5.761430450533489,10.669855866438358,5.388164706511016,4.828645397766446,29.43563,-5.66379,4,3,9,False,False
2083_ECE3_SP126,85.0,231.0,4.0,4.0,139.0,190.0,6.001748461187214,6.403477810502283,1.7247185856164384,6.711101113792961,12.447688710045664,6.309109887739254,5.975388841302444,31.66193,-5.10299,12,6,5,False,False
2084_ECE3_SP126,64.0,235.0,0.0,0.0,132.0,201.0,6.021318049086758,6.992216423515981,1.271223147260274,6.336163398146745,11.530633359517305,5.967273582078902,5.648623116875872,31.06389,-3.27854,6,2,11,False,False
2085_ECE3_SP126,48.0,258.0,3.0,23.0,110.0,212.0,6.937277582191781,8.159821471461187,1.1270894988584474,7.533238329133443,10.316901415525114,7.225707731072023,6.7635597657628335,31.89054,-13.44642,8,9,8,False,False
2086_ECE3_SP126,71.0,232.0,2.0,14.0,138.0,190.0,6.457901317351598,7.1001507751141535,1.5459455764840186,7.372605132048221,11.63398983561644,6.997062036090449,6.369850722440339,31.96648,-10.5669,22,9,2,False,False
2087_ECE3_SP126,52.0,241.0,5.0,3.0,117.0,192.0,6.240121223744292,7.269605878995434,1.2657485673515982,6.759689589333946,11.291375910958903,6.374606655530685,5.964833675303509,35.53289,-7.15675,5,4,12,False,False
2088_ECE3_SP126,52.0,255.0,0.0,4.0,115.0,196.0,6.698654944063928,7.923506377853881,1.100310955479452,6.92039953738883,10.5142566746357,6.591628739731182,6.1849990862904685,29.74485,-6.26659,5,4,6,False,False
2089_ECE3_SP126,30.0,259.0,0.0,9.0,104.0,187.0,5.826491132420092,7.441674655251142,0.8070667271689498,6.308587910112645,10.787642321917808,5.972208822062577,5.664278431538196,26.17341,-8.10157,1,11,7,False,False
2090_ECE3_SP126,96.0,227.0,2.0,0.0,136.0,204.0,6.719582324200912,7.054830424657534,1.7695529178082192,7.1907386674001925,11.819523511415523,6.839972424389584,6.625549420512283,31.70474,-3.46831,9,1,5,False,False
